prior(0,0919062832800852).
knows(510,20).
knows(33,582).
knows(470,1498).
knows(18,1147).
knows(966,505).
knows(1426,310).
knows(464,1733).
knows(49,2).
knows(47,75).
knows(40,334).
knows(48,33).
knows(971,313).
knows(963,624).
knows(49,7).
knows(510,38).
knows(979,36).
knows(494,582).
knows(506,135).
knows(930,1791).
knows(957,792).
knows(483,988).
knows(38,362).
knows(971,287).
knows(509,38).
knows(506,148).
knows(1420,504).
knows(1426,283).
knows(48,2).
knows(974,172).
knows(1412,803).
knows(509,33).
knows(39,345).
knows(36,456).
knows(46,87).
knows(485,928).
knows(504,226).
knows(1420,514).
knows(506,162).
knows(467,1606).
knows(48,20).
knows(509,48).
knows(15,1240).
knows(505,197).
knows(30,682).
knows(506,230).
knows(970,287).
knows(483,1096).
knows(971,254).
knows(506,248).
knows(1404,1199).
knows(478,1286).
knows(1882,982).
knows(971,267).
knows(511,72).
knows(30,653).
knows(481,1186).
knows(29,632).
knows(971,212).
knows(509,92).
knows(46,8).
knows(39,267).
knows(2,1636).
knows(485,982).
knows(949,1031).
knows(498,502).
knows(38,307).
knows(974,117).
knows(1882,963).
knows(974,125).
knows(33,511).
knows(15,891).
knows(18,774).
knows(988,80).
knows(1399,1701).
knows(32,254).
knows(506,313).
knows(33,210).
knows(20,689).
knows(1898,577).
knows(1442,109).
knows(470,1626).
knows(470,1625).
knows(1444,15).
knows(509,181).
knows(38,8).
knows(33,186).
knows(984,194).
knows(513,20).
knows(30,292).
knows(981,297).
knows(509,162).
knows(30,278).
knows(32,205).
knows(509,271).
knows(496,755).
knows(1911,48).
knows(22,557).
knows(29,297).
knows(959,1081).
knows(29,280).
knows(14,840).
knows(29,284).
knows(985,101).
knows(509,241).
knows(1402,1634).
knows(509,240).
knows(512,120).
knows(36,9).
knows(1902,341).
knows(512,125).
knows(978,355).
knows(957,1126).
knows(20,594).
knows(470,1658).
knows(509,221).
knows(1412,1237).
knows(33,105).
knows(33,106).
knows(29,254).
knows(1426,575).
knows(1917,7).
knows(39,124).
knows(1426,577).
knows(959,1027).
knows(1412,1097).
knows(1426,579).
knows(1438,135).
knows(483,1289).
knows(16,970).
knows(1412,1096).
knows(509,328).
knows(38,169).
knows(981,222).
knows(516,83).
knows(1914,129).
knows(39,127).
knows(1412,1106).
knows(38,144).
knows(1438,117).
knows(514,127).
knows(506,425).
knows(1420,792).
knows(959,996).
knows(976,365).
knows(41,17).
knows(38,128).
knows(516,38).
knows(499,667).
knows(517,2).
knows(516,39).
knows(40,49).
knows(39,86).
knows(985,28).
knows(1408,1213).
knows(1916,22).
knows(39,96).
knows(963,831).
knows(1427,492).
knows(509,280).
knows(963,839).
knows(959,985).
knows(1908,305).
knows(1399,1538).
knows(39,79).
knows(25,597).
knows(37,127).
knows(1443,15).
knows(40,20).
knows(957,1037).
knows(29,433).
knows(506,511).
knows(38,98).
knows(1431,467).
knows(39,68).
knows(518,72).
knows(951,1267).
knows(40,29).
knows(31,362).
knows(518,42).
knows(969,573).
knows(39,38).
knows(1412,1140).
knows(38,80).
knows(507,456).
knows(1412,1143).
knows(982,99).
knows(39,46).
knows(38,83).
knows(33,267).
knows(957,1029).
knows(39,21).
knows(39,22).
knows(1411,1165).
knows(1412,1128).
knows(33,246).
knows(1909,212).
knows(507,444).
knows(983,46).
knows(33,254).
knows(33,256).
knows(931,1974).
knows(39,8).
knows(39,7).
knows(21,678).
knows(1914,20).
knows(22,645).
knows(7,1200).
knows(39,20).
knows(33,242).
knows(1886,150).
knows(1874,594).
knows(485,1372).
knows(1473,272).
knows(516,221).
knows(1,14).
knows(932,254).
knows(1890,20).
knows(1478,99).
knows(1884,254).
knows(518,172).
knows(506,615).
knows(522,36).
knows(934,212).
knows(936,136).
knows(1889,85).
knows(2,20).
knows(509,522).
knows(1464,651).
knows(491,1199).
knows(522,49).
knows(1,60).
knows(1478,15).
knows(1882,372).
knows(512,307).
knows(2,49).
knows(927,510).
knows(2,48).
knows(1889,129).
knows(933,302).
knows(509,437).
knows(938,120).
knows(1,101).
knows(520,36).
knows(2,69).
knows(1,109).
knows(4,1).
knows(1,118).
knows(2,83).
knows(1457,838).
knows(1460,727).
knows(923,696).
knows(4,14).
knows(1,127).
knows(934,50).
knows(2,105).
knows(935,15).
knows(508,647).
knows(927,301).
knows(906,1103).
knows(1882,453).
knows(525,29).
knows(522,134).
knows(906,1097).
knows(906,1096).
knows(1889,186).
knows(525,54).
knows(3,102).
knows(1879,574).
knows(522,161).
knows(1471,239).
knows(929,265).
knows(928,300).
knows(525,42).
knows(2,127).
knows(509,633).
knows(1448,1093).
knows(494,1186).
knows(525,69).
knows(1,191).
knows(526,33).
knows(517,366).
knows(525,68).
knows(932,172).
knows(934,98).
knows(1855,1471).
knows(1879,582).
knows(1425,1855).
knows(1889,242).
knows(2,170).
knows(929,291).
knows(4,86).
knows(929,293).
knows(516,280).
knows(937,20).
knows(518,226).
knows(1,222).
knows(7,2).
knows(7,20).
knows(1437,1438).
knows(483,1530).
knows(7,8).
knows(522,86).
knows(483,1529).
knows(929,330).
knows(4,122).
knows(935,127).
knows(7,33).
knows(7,25).
knows(3,173).
knows(4,138).
knows(528,42).
knows(916,1122).
knows(1882,577).
knows(526,127).
knows(1882,575).
knows(528,51).
knows(522,253).
knows(941,172).
knows(930,577).
knows(1882,556).
knows(930,575).
knows(1892,191).
knows(1896,87).
knows(947,8).
knows(528,86).
knows(516,525).
knows(1882,582).
knows(527,98).
knows(929,655).
knows(929,653).
knows(528,67).
knows(932,582).
knows(525,90).
knows(516,421).
knows(527,20).
knows(512,579).
knows(527,21).
knows(932,594).
knows(527,25).
knows(916,1159).
knows(916,1158).
knows(521,224).
knows(932,575).
knows(516,415).
knows(934,499).
knows(522,191).
knows(932,577).
knows(947,22).
knows(524,120).
knows(496,1199).
knows(946,107).
knows(528,20).
knows(507,773).
knows(945,121).
knows(938,382).
knows(523,186).
knows(528,7).
knows(940,107).
knows(528,177).
knows(530,101).
knows(934,316).
knows(927,574).
knows(522,388).
knows(1894,243).
knows(528,212).
knows(528,213).
knows(528,209).
knows(1480,183).
knows(942,42).
knows(1901,20).
knows(516,639).
knows(1469,582).
knows(927,594).
knows(530,117).
knows(1899,83).
knows(1899,86).
knows(514,633).
knows(505,966).
knows(941,127).
knows(1438,1639).
knows(899,1672).
knows(934,362).
knows(939,181).
knows(526,210).
knows(1455,1041).
knows(528,139).
knows(525,254).
knows(1471,441).
knows(1444,1443).
knows(526,206).
knows(1878,927).
knows(1842,1300).
knows(2,511).
knows(1443,891).
knows(1828,1827).
knows(953,20).
knows(514,839).
knows(8,300).
knows(932,807).
knows(940,516).
knows(7,352).
knows(525,452).
knows(528,280).
knows(522,509).
knows(1445,792).
knows(1827,1828).
knows(13,90).
knows(516,742).
knows(505,1152).
knows(7,316).
knows(947,222).
knows(13,93).
knows(1876,20).
knows(953,8).
knows(7,321).
knows(528,254).
knows(930,932).
knows(930,931).
knows(528,252).
knows(14,132).
knows(2,577).
knows(951,164).
knows(525,373).
knows(7,401).
knows(528,263).
knows(1426,1469).
knows(7,398).
knows(1426,1470).
knows(1426,1471).
knows(520,563).
knows(2,590).
knows(1460,222).
knows(516,723).
knows(13,196).
knows(521,533).
knows(520,568).
knows(947,271).
knows(533,38).
knows(14,101).
knows(533,33).
knows(512,811).
knows(8,321).
knows(1445,727).
knows(7,372).
knows(15,72).
knows(13,144).
knows(17,8).
knows(531,122).
knows(528,235).
knows(527,272).
knows(524,382).
knows(528,453).
knows(7,468).
knows(1878,98).
knows(538,72).
knows(1874,243).
knows(947,109).
knows(925,924).
knows(1877,127).
knows(10,366).
knows(20,2).
knows(507,1237).
knows(1454,370).
knows(16,143).
knows(1,698).
knows(18,25).
knows(14,172).
knows(925,898).
knows(929,754).
knows(924,925).
knows(490,1819).
knows(7,428).
knows(507,1209).
knows(16,117).
knows(929,755).
knows(527,463).
knows(537,98).
knows(20,49).
knows(8,492).
knows(930,811).
knows(2,716).
knows(21,8).
knows(1882,20).
knows(18,121).
knows(1879,129).
knows(1882,8).
knows(20,36).
knows(1881,49).
knows(21,2).
knows(1882,33).
knows(929,863).
knows(14,284).
knows(20,58).
knows(15,203).
knows(492,1687).
knows(1879,85).
knows(20,8).
knows(20,7).
knows(1878,129).
knows(1,738).
knows(926,944).
knows(20,33).
knows(20,29).
knows(1878,153).
knows(15,212).
knows(507,1361).
knows(7,86).
knows(529,550).
knows(1879,203).
knows(1473,51).
knows(1882,87).
knows(507,1369).
knows(1882,98).
knows(7,98).
knows(957,119).
knows(507,1346).
knows(2,254).
knows(4,181).
knows(8,38).
knows(1,297).
knows(3,222).
knows(528,575).
knows(955,202).
knows(7,79).
knows(528,577).
knows(1882,83).
knows(1882,85).
knows(7,83).
knows(929,1141).
knows(8,17).
knows(530,481).
knows(939,769).
knows(918,1553).
knows(8,20).
knows(507,1339).
knows(951,334).
knows(537,234).
knows(1881,79).
knows(1879,153).
knows(526,614).
knows(516,985).
knows(534,325).
knows(7,49).
knows(1882,49).
knows(507,1302).
knows(3,303).
knows(929,1237).
knows(1471,71).
knows(520,831).
knows(1867,716).
knows(5,235).
knows(494,1792).
knows(1460,480).
knows(1882,134).
knows(2,321).
knows(522,741).
knows(6,180).
knows(533,328).
knows(1,364).
knows(7,122).
knows(7,121).
knows(528,494).
knows(959,98).
knows(8,86).
knows(533,307).
knows(8,83).
knows(525,614).
knows(7,129).
knows(507,1276).
knows(1880,207).
knows(929,1214).
knows(2,310).
knows(959,101).
knows(959,102).
knows(7,127).
knows(7,107).
knows(5,181).
knows(1883,71).
knows(929,1187).
knows(929,1199).
knows(507,1262).
knows(957,162).
knows(1471,28).
knows(1882,117).
knows(1468,117).
knows(1882,224).
knows(1446,929).
knows(1465,226).
knows(528,716).
knows(939,677).
knows(1464,258).
knows(939,667).
knows(12,20).
knows(533,521).
knows(1882,212).
knows(957,4).
knows(1432,1433).
knows(932,930).
knows(954,102).
knows(950,251).
knows(929,1029).
knows(545,72).
knows(1878,347).
knows(1882,196).
knows(8,153).
knows(1458,458).
knows(528,689).
knows(8,144).
knows(4,297).
knows(3,324).
knows(931,930).
knows(543,117).
knows(918,1415).
knows(1884,98).
knows(1882,172).
knows(11,20).
knows(1882,170).
knows(7,170).
knows(7,169).
knows(934,814).
knows(943,481).
knows(1466,127).
knows(8,254).
knows(1889,29).
knows(1842,1768).
knows(7,283).
knows(13,58).
knows(7,280).
knows(2,453).
knows(1882,263).
knows(929,1091).
knows(1882,267).
knows(1430,1429).
knows(1885,143).
knows(1887,63).
knows(1882,248).
knows(1,468).
knows(7,248).
knows(1,470).
knows(528,610).
knows(541,127).
knows(1882,242).
knows(1444,891).
knows(1882,235).
knows(189,186).
knows(193,36).
knows(988,1479).
knows(1875,20).
knows(988,1485).
knows(1009,713).
knows(1395,194).
knows(545,546).
knows(547,412).
knows(1018,330).
knows(1015,446).
knows(549,349).
knows(143,1866).
knows(541,643).
knows(183,388).
knows(143,1868).
knows(1871,134).
knows(171,835).
knows(556,98).
knows(191,102).
knows(191,101).
knows(1015,467).
knows(1012,577).
knows(191,107).
knows(516,1658).
knows(182,382).
knows(555,212).
knows(560,36).
knows(165,1022).
knows(186,242).
knows(1865,334).
knows(559,78).
knows(1023,127).
knows(1022,165).
knows(183,370).
knows(187,219).
knows(554,272).
knows(1872,86).
knows(191,18).
knows(191,25).
knows(1014,422).
knows(143,1804).
knows(1842,1146).
knows(143,1810).
knows(998,1023).
knows(552,307).
knows(189,104).
knows(1393,297).
knows(143,1808).
knows(1871,86).
knows(994,1176).
knows(982,1620).
knows(555,32).
knows(183,290).
knows(172,689).
knows(554,60).
knows(1018,515).
knows(1029,107).
knows(189,83).
knows(1029,109).
knows(1016,590).
knows(1015,614).
knows(553,107).
knows(169,811).
knows(1369,1282).
knows(183,297).
knows(185,180).
knows(1820,1899).
knows(1858,492).
knows(1362,1501).
knows(1399,127).
knows(1836,1300).
knows(1362,1495).
knows(189,24).
knows(514,1504).
knows(182,284).
knows(175,543).
knows(187,101).
knows(1869,72).
knows(1009,792).
knows(1028,109).
knows(183,272).
knows(1402,33).
knows(516,1456).
knows(543,445).
knows(183,266).
knows(557,22).
knows(158,1151).
knows(187,77).
knows(184,185).
knows(162,995).
knows(184,180).
knows(1400,183).
knows(176,497).
knows(1029,36).
knows(1855,575).
knows(186,120).
knows(172,637).
knows(1861,314).
knows(552,173).
knows(522,1282).
knows(1399,190).
knows(1854,577).
knows(181,263).
knows(1009,727).
knows(1029,14).
knows(1369,1318).
knows(1006,857).
knows(188,17).
knows(169,720).
knows(177,425).
knows(530,991).
knows(525,1016).
knows(1016,196).
knows(198,128).
knows(178,868).
knows(992,1090).
knows(1011,385).
knows(1018,127).
knows(552,24).
knows(197,172).
knows(175,985).
knows(197,173).
knows(198,107).
knows(1012,328).
knows(197,150).
knows(520,1198).
knows(1015,226).
knows(198,120).
knows(198,121).
knows(1842,983).
knows(548,135).
knows(197,128).
knows(1369,865).
knows(198,90).
knows(196,164).
knows(1015,206).
knows(1369,873).
knows(198,98).
knows(197,135).
knows(1015,181).
knows(197,117).
knows(1019,42).
knows(545,235).
knows(997,858).
knows(197,120).
knows(197,125).
knows(198,89).
knows(195,174).
knows(1015,172).
knows(525,1085).
knows(549,194).
knows(1860,267).
knows(1862,196).
knows(198,72).
knows(525,1090).
knows(1362,1199).
knows(197,86).
knows(197,89).
knows(175,883).
knows(197,68).
knows(1864,87).
knows(1011,284).
knows(197,77).
knows(551,100).
knows(549,173).
knows(1009,364).
knows(971,1770).
knows(198,34).
knows(194,182).
knows(1365,1060).
knows(196,98).
knows(197,60).
knows(182,615).
knows(198,20).
knows(195,132).
knows(1860,226).
knows(1379,664).
knows(995,1106).
knows(524,938).
knows(198,7).
knows(196,83).
knows(175,838).
knows(1017,278).
knows(183,541).
knows(1394,93).
knows(194,127).
knows(197,20).
knows(1383,482).
knows(172,932).
knows(1001,853).
knows(1023,42).
knows(197,13).
knows(197,14).
knows(196,38).
knows(189,297).
knows(541,265).
knows(535,488).
knows(545,119).
knows(172,930).
knows(502,1711).
knows(153,1634).
knows(545,121).
knows(543,181).
knows(1859,199).
knows(194,109).
knows(194,107).
knows(196,20).
knows(1015,313).
knows(1018,195).
knows(516,1296).
knows(549,72).
knows(1012,411).
knows(196,8).
knows(541,364).
knows(527,882).
knows(193,117).
knows(550,22).
knows(196,2).
knows(180,594).
knows(1825,1426).
knows(1015,284).
knows(514,1345).
knows(1012,391).
knows(178,657).
knows(1002,757).
knows(194,58).
knows(173,835).
knows(995,1015).
knows(183,463).
knows(1852,410).
knows(1001,783).
knows(1854,326).
knows(181,524).
knows(1862,20).
knows(182,485).
knows(1857,196).
knows(1372,929).
knows(188,253).
knows(568,150).
knows(571,40).
knows(572,1).
knows(181,959).
knows(571,33).
knows(564,292).
knows(197,370).
knows(1372,485).
knows(181,974).
knows(207,8).
knows(563,352).
knows(194,499).
knows(207,20).
knows(183,904).
knows(561,428).
knows(1855,237).
knows(1028,504).
knows(567,218).
knows(1374,442).
knows(1015,995).
knows(571,86).
knows(1351,1302).
knows(1028,516).
knows(191,639).
knows(181,1008).
knows(1015,1009).
knows(573,20).
knows(1354,1199).
knows(1012,1123).
knows(571,90).
knows(198,388).
knows(563,388).
knows(1029,369).
knows(194,415).
knows(1028,404).
knows(1382,174).
knows(203,85).
knows(540,1251).
knows(198,271).
knows(197,310).
knows(573,33).
knows(183,831).
knows(530,1629).
knows(563,405).
knows(573,36).
knows(197,318).
knows(198,287).
knows(1841,678).
knows(571,128).
knows(526,1792).
knows(1029,396).
knows(572,93).
knows(563,428).
knows(563,434).
knows(194,454).
knows(186,751).
knows(173,1237).
knows(1352,1320).
knows(1358,1100).
knows(1351,1369).
knows(1855,196).
knows(575,2).
knows(1351,1378).
knows(190,619).
knows(1851,352).
knows(1028,463).
knows(198,328).
knows(197,365).
knows(1842,678).
knows(1376,450).
knows(197,251).
knows(568,29).
knows(563,214).
knows(1855,86).
knows(153,1878).
knows(198,212).
knows(194,355).
knows(197,240).
knows(1375,499).
knows(1015,1106).
knows(196,307).
knows(1028,623).
knows(568,42).
knows(198,226).
knows(1842,575).
knows(1028,615).
knows(555,516).
knows(1028,612).
knows(569,25).
knows(1042,120).
knows(197,280).
knows(1842,590).
knows(1015,1115).
knows(197,271).
knows(197,300).
knows(568,72).
knows(564,212).
knows(198,251).
knows(1015,1028).
knows(196,224).
knows(1015,1025).
knows(196,213).
knows(1855,20).
knows(563,266).
knows(1351,1449).
knows(194,290).
knows(568,85).
knows(1042,40).
knows(197,202).
knows(1013,1115).
knows(194,302).
knows(1855,36).
knows(175,1009).
knows(1855,29).
knows(198,181).
knows(1372,712).
knows(195,284).
knows(198,172).
knows(1854,86).
knows(180,843).
knows(1029,532).
knows(1015,1051).
knows(1839,640).
knows(1028,571).
knows(568,118).
knows(198,194).
knows(200,127).
knows(564,290).
knows(197,235).
knows(198,199).
knows(175,1039).
knows(571,18).
knows(197,226).
knows(198,186).
knows(196,267).
knows(563,93).
knows(1854,2).
knows(1028,235).
knows(1029,194).
knows(194,750).
knows(209,210).
knows(196,689).
knows(563,98).
knows(197,650).
knows(1029,201).
knows(564,40).
knows(1028,212).
knows(210,143).
knows(1372,226).
knows(1015,705).
knows(213,40).
knows(563,125).
knows(210,203).
knows(196,716).
knows(196,719).
knows(198,624).
knows(1012,839).
knows(210,175).
knows(1854,29).
knows(1009,960).
knows(1372,266).
knows(1029,127).
knows(210,97).
knows(186,985).
knows(549,673).
knows(209,137).
knows(983,1842).
knows(209,143).
knows(564,101).
knows(1372,284).
knows(197,563).
knows(1023,341).
knows(181,1165).
knows(1015,684).
knows(206,280).
knows(1369,444).
knows(1028,206).
knows(1853,20).
knows(1369,456).
knows(1028,182).
knows(563,170).
knows(206,266).
knows(1369,442).
knows(1369,441).
knows(197,601).
knows(1357,884).
knows(210,125).
knows(197,606).
knows(210,42).
knows(1804,1734).
knows(196,556).
knows(1015,847).
knows(197,520).
knows(210,36).
knows(1803,1764).
knows(207,143).
knows(210,33).
knows(546,587).
knows(552,366).
knows(206,172).
knows(197,505).
knows(1850,20).
knows(210,20).
knows(1378,127).
knows(1017,754).
knows(544,710).
knows(181,1145).
knows(562,39).
knows(210,67).
knows(210,68).
knows(210,69).
knows(555,292).
knows(196,582).
knows(208,139).
knows(194,651).
knows(210,54).
knows(194,648).
knows(209,90).
knows(1376,233).
knows(1842,267).
knows(563,36).
knows(198,419).
knows(520,1628).
knows(198,422).
knows(1333,1882).
knows(1033,121).
knows(198,405).
knows(1009,988).
knows(1842,252).
knows(203,212).
knows(197,431).
knows(198,399).
knows(1843,203).
knows(563,72).
knows(209,48).
knows(1844,220).
knows(520,1648).
knows(1015,805).
knows(1029,292).
knows(1348,1349).
knows(1028,328).
knows(541,863).
knows(516,1794).
knows(1014,838).
knows(1029,284).
knows(209,20).
knows(1035,49).
knows(209,22).
knows(530,1269).
knows(197,468).
knows(516,1785).
knows(1802,1634).
knows(1839,254).
knows(957,1533).
knows(575,494).
knows(1840,221).
knows(1838,295).
knows(150,568).
knows(1842,170).
knows(1837,355).
knows(585,150).
knows(1798,1790).
knows(1396,1199).
knows(1820,932).
knows(577,398).
knows(1827,678).
knows(138,957).
knows(1426,83).
knows(153,398).
knows(1426,105).
knows(587,36).
knows(162,78).
knows(160,152).
knows(1845,20).
knows(571,625).
knows(585,71).
knows(153,506).
knows(566,765).
knows(1842,206).
knows(582,177).
knows(981,727).
knows(1420,297).
knows(585,83).
knows(1846,86).
knows(582,196).
knows(982,682).
knows(974,979).
knows(554,1226).
knows(989,386).
knows(150,579).
knows(995,162).
knows(1846,38).
knows(585,36).
knows(155,398).
knows(150,585).
knows(1426,20).
knows(580,212).
knows(575,398).
knows(1423,127).
knows(976,883).
knows(584,83).
knows(1829,678).
knows(994,209).
knows(1842,196).
knows(563,857).
knows(160,47).
knows(1412,758).
knows(568,624).
knows(150,412).
knows(571,516).
knows(1842,20).
knows(573,453).
knows(153,310).
knows(143,678).
knows(150,418).
knows(585,18).
knows(584,49).
knows(577,309).
knows(153,316).
knows(583,98).
knows(577,321).
knows(981,792).
knows(579,242).
knows(584,7).
knows(152,309).
knows(1412,727).
knows(119,1529).
knows(157,125).
knows(582,85).
knows(150,389).
knows(1386,1704).
knows(568,615).
knows(1001,15).
knows(577,280).
knows(571,499).
knows(582,98).
knows(576,321).
knows(579,153).
knows(155,290).
knows(581,86).
knows(572,425).
knows(1842,87).
knows(575,316).
knows(577,243).
knows(994,366).
knows(568,577).
knows(577,246).
knows(575,321).
knows(577,206).
knows(575,280).
knows(577,205).
knows(976,993).
knows(579,129).
knows(152,380).
knows(160,86).
knows(582,28).
knows(1842,68).
knows(576,251).
knows(571,433).
knows(577,212).
knows(138,905).
knows(977,970).
knows(582,33).
knows(574,326).
knows(1426,172).
knows(140,843).
knows(170,83).
knows(571,415).
knows(575,266).
knows(125,1743).
knows(568,520).
knows(572,370).
knows(1412,388).
knows(965,996).
knows(172,2).
knows(168,150).
knows(170,71).
knows(155,625).
knows(575,254).
knows(169,109).
knows(143,1065).
knows(1399,863).
knows(577,171).
knows(979,465).
knows(579,98).
knows(577,172).
knows(167,169).
knows(577,170).
knows(575,244).
knows(169,98).
knows(169,92).
knows(1807,1174).
knows(988,121).
knows(986,191).
knows(169,83).
knows(970,774).
knows(981,364).
knows(1399,830).
knows(1402,719).
knows(1389,1199).
knows(579,65).
knows(170,29).
knows(575,212).
knows(150,767).
knows(1416,190).
knows(577,129).
knows(580,7).
knows(577,118).
knows(569,411).
knows(577,110).
knows(563,632).
knows(173,20).
knows(1796,1658).
knows(577,102).
knows(577,105).
knows(1402,680).
knows(172,49).
knows(150,864).
knows(1402,678).
knows(988,181).
knows(150,852).
knows(985,294).
knows(575,170).
knows(129,1634).
knows(528,1910).
knows(577,83).
knows(1822,678).
knows(153,732).
knows(169,143).
knows(171,59).
knows(578,39).
knows(172,20).
knows(575,153).
knows(1412,284).
knows(982,392).
knows(156,606).
knows(571,293).
knows(169,128).
knows(153,575).
knows(138,1127).
knows(155,499).
knows(1412,520).
knows(1425,46).
knows(1426,8).
knows(569,362).
knows(573,212).
knows(153,579).
knows(572,226).
knows(563,568).
knows(577,49).
knows(575,122).
knows(156,458).
knows(1425,33).
knows(576,83).
knows(571,266).
knows(575,98).
knows(165,100).
knows(577,20).
knows(571,242).
knows(1412,492).
knows(1783,1939).
knows(575,83).
knows(571,226).
knows(150,637).
knows(575,79).
knows(167,19).
knows(575,86).
knows(163,164).
knows(575,85).
knows(577,13).
knows(574,98).
knows(572,172).
knows(995,80).
knows(966,1152).
knows(568,327).
knows(169,49).
knows(168,86).
knows(576,29).
knows(577,2).
knows(155,575).
knows(575,46).
knows(576,8).
knows(569,267).
knows(169,29).
knows(162,291).
knows(970,989).
knows(169,31).
knows(575,49).
knows(575,29).
knows(575,33).
knows(568,292).
knows(575,38).
knows(1412,434).
knows(169,20).
knows(963,1237).
knows(571,191).
knows(992,138).
knows(165,150).
knows(153,594).
knows(572,128).
knows(575,20).
knows(563,463).
knows(571,172).
knows(986,370).
knows(169,7).
knows(1412,99).
knows(175,103).
knows(173,177).
knows(169,326).
knows(1009,86).
knows(177,20).
knows(170,280).
knows(1412,86).
knows(170,284).
knows(1411,122).
knows(582,719).
knows(175,118).
knows(134,1635).
knows(1011,36).
knows(593,326).
knows(587,546).
knows(177,38).
knows(144,1259).
knows(172,222).
knows(150,1036).
knows(1407,290).
knows(590,441).
knows(153,930).
knows(143,1300).
knows(981,1140).
knows(1011,30).
knows(594,316).
knows(1412,127).
knows(577,931).
knows(577,932).
knows(1410,194).
knows(178,14).
knows(172,240).
knows(594,327).
knows(598,180).
knows(573,1110).
knows(587,577).
knows(172,253).
knows(173,221).
knows(1001,433).
knows(178,58).
knows(172,280).
knows(1412,30).
knows(981,1196).
knows(173,246).
knows(174,203).
knows(584,582).
knows(1807,959).
knows(584,583).
knows(1411,58).
knows(970,1592).
knows(982,1146).
knows(1012,36).
knows(178,77).
knows(598,85).
knows(575,932).
knows(575,930).
knows(1012,54).
knows(584,594).
knows(172,287).
knows(169,398).
knows(129,1878).
knows(1409,172).
knows(1012,77).
knows(1004,375).
knows(1380,1251).
knows(178,86).
knows(171,344).
knows(587,499).
knows(1005,355).
knows(576,932).
knows(169,441).
knows(180,31).
knows(180,29).
knows(1011,127).
knows(175,210).
knows(172,321).
knows(180,21).
knows(173,280).
knows(596,182).
knows(1825,104).
knows(172,80).
knows(582,590).
knows(1014,36).
knows(594,153).
knows(585,486).
knows(1793,1297).
knows(596,77).
knows(171,124).
knows(172,86).
knows(1412,222).
knows(571,1011).
knows(170,169).
knows(994,789).
knows(988,1009).
knows(982,1237).
knows(1012,127).
knows(587,428).
knows(563,1316).
knows(169,212).
knows(1415,130).
knows(596,93).
knows(583,574).
knows(592,246).
knows(170,180).
knows(587,434).
knows(583,584).
knows(571,1028).
knows(173,72).
knows(985,1134).
knows(153,811).
knows(985,1135).
knows(1414,173).
knows(577,811).
knows(574,927).
knows(173,83).
knows(129,1718).
knows(173,87).
knows(175,14).
knows(1412,272).
knows(172,135).
knows(1827,87).
knows(1014,86).
knows(1398,786).
knows(584,574).
knows(1384,1187).
knows(1016,20).
knows(1829,20).
knows(1394,822).
knows(1825,177).
knows(999,653).
knows(577,716).
knows(994,839).
knows(591,212).
knows(594,98).
knows(588,317).
knows(575,811).
knows(170,242).
knows(551,1700).
knows(1826,151).
knows(173,128).
knows(1820,380).
knows(1012,203).
knows(177,2).
knows(568,1084).
knows(1015,99).
knows(175,74).
knows(1412,194).
knows(173,143).
knows(992,957).
knows(582,574).
knows(1402,566).
knows(582,575).
knows(1007,398).
knows(175,77).
knows(582,582).
knows(1813,664).
knows(582,584).
knows(576,807).
knows(174,127).
knows(582,579).
knows(1014,148).
knows(175,86).
knows(585,372).
knows(579,594).
knows(185,6).
knows(587,297).
knows(579,593).
knows(953,1925).
knows(182,120).
knows(158,1008).
knows(1402,224).
knows(587,292).
knows(1816,326).
knows(181,150).
knows(572,851).
knows(568,985).
knows(175,357).
knows(172,468).
knows(180,173).
knows(999,209).
knows(579,582).
knows(175,364).
knows(594,29).
knows(1822,86).
knows(575,719).
knows(982,828).
knows(571,868).
knows(579,574).
knows(169,575).
knows(594,72).
knows(574,811).
knows(579,624).
knows(582,512).
knows(595,29).
knows(580,575).
knows(170,575).
knows(170,577).
knows(587,318).
knows(1405,127).
knows(182,122).
knows(181,159).
knows(577,678).
knows(568,1008).
knows(1824,40).
knows(584,350).
knows(575,678).
knows(186,33).
knows(591,85).
knows(577,606).
knows(1392,520).
knows(593,7).
knows(161,952).
knows(181,211).
knows(173,506).
knows(571,815).
knows(183,127).
knows(1825,48).
knows(1369,1367).
knows(577,590).
knows(183,119).
knows(183,117).
knows(577,582).
knows(575,716).
knows(594,7).
knows(183,172).
knows(172,575).
knows(182,194).
knows(1827,8).
knows(1402,173).
knows(981,960).
knows(587,162).
knows(170,425).
knows(170,428).
knows(970,1420).
knows(591,20).
knows(577,538).
knows(576,575).
knows(177,173).
knows(577,540).
knows(177,177).
knows(575,594).
knows(1000,301).
knows(994,525).
knows(180,85).
knows(1814,305).
knows(982,1002).
knows(571,786).
knows(134,1789).
knows(179,127).
knows(1008,51).
knows(172,388).
knows(178,170).
knows(180,98).
knows(180,69).
knows(172,365).
knows(172,364).
knows(177,182).
knows(570,810).
knows(172,370).
knows(1409,109).
knows(589,117).
knows(180,83).
knows(584,212).
knows(574,582).
knows(182,49).
knows(574,584).
knows(563,985).
knows(574,579).
knows(172,412).
knows(574,593).
knows(180,126).
knows(182,50).
knows(183,14).
knows(987,838).
knows(173,365).
knows(1822,20).
knows(994,587).
knows(181,77).
knows(571,688).
